product_id,title,category,merchant_id,cluster_label
16023,intel xeon processor e7 8880 v2 37.5m cache 2.50 ghz,CPUs,66,Intel Xeon E7-8880 v2 2.5GHz Tray
16024,intel xeon e5 2407v2 2.4 ghz 4 cores 4 threads 10 mb cache lga1356 socket box,CPUs,51,Intel Xeon E5-2407 v2 2.4GHz  Box
16025,intel xeon e5 2407v2 2.4 ghz 4 cores 4 threads 10 mb cache lga1356 socket box,CPUs,178,Intel Xeon E5-2407 v2 2.4GHz  Box
16027,intel core i5 4300m processor 3m cache up to 3.30 ghz 2.6ghz 3mb smart cache box,CPUs,45,Intel Core i5-4300M 2.6GHz  Box
16028,intel core i5 4300m 2.6 ghz 2 cores 4 threads 3 mb cache pga946 socket box,CPUs,51,Intel Core i5-4300M 2.6GHz  Box
16030,amd fx 6350 3.9ghz 8mb l3 processor,CPUs,45,AMD FX-6350 3.9GHz  Box
16031,amd black edition amd fx 6350 3.9 ghz 6 core 8 mb cache socket am3 oem,CPUs,51,AMD FX-6350 3.9GHz  Box
16033,intel xeon processor e5 2430l v2 15m cache 2.40 ghz,CPUs,14,Intel Xeon E5-2430L v2 2.4GHz Tray
16034,intel xeon processor e5 2430l v2 15m cache 2.40 ghz 2.4ghz 15mb smart cache,CPUs,64,Intel Xeon E5-2430L v2 2.4GHz Tray
16035,intel xeon processor e5 2430l v2 15m cache 2.40 ghz,CPUs,66,Intel Xeon E5-2430L v2 2.4GHz Tray
16036,intel xeon processor e5 2420 v2 15m cache 2.20 ghz 2.2ghz,CPUs,14,Intel Xeon E5-2420 v2 2.2GHz Tray
16037,intel xeon processor e5 2420 v2 15m cache 2.20 ghz 2.2ghz 15mb smart cache,CPUs,64,Intel Xeon E5-2420 v2 2.2GHz Tray
16038,intel xeon processor e5 2420 v2 15m cache 2.20 ghz 2.2ghz,CPUs,66,Intel Xeon E5-2420 v2 2.2GHz Tray
16039,intel xeon e5 2695v2 2.4 ghz 12 core 24 threads 30 mb cache lga2011 socket box,CPUs,178,Intel Xeon E5-2695 v2 2.4GHz  Box
16040,intel xeon e5 2660v2 processor 2.2 ghz 25 mb l3,CPUs,45,Intel Xeon E5-2660V2 2.2GHz Tray
16041,intel xeon e5 2660v2 2.2 ghz 10 core 20 threads 25 mb cache lga2011 socket oem,CPUs,51,Intel Xeon E5-2660V2 2.2GHz Tray
16043,intel core i3 4340 3.6 ghz 2 cores 4 threads 4 mb cache lga1150 socket box,CPUs,51,Intel Core i3-4340 3.6GHz  Box
16044,intel core i3 4340 3.60ghz socket 1150 4mb cache retail boxed processor inc fan heatsink,CPUs,121,Intel Core i3-4340 3.6GHz  Box
16045,intel core i3 4340 dual core cpu retail socket 1150 3.60ghz 4mb 54w extended memory 64 technology execute disable bit,CPUs,3,Intel Core i3-4340 3.6GHz  Box
16046,amd a series a6 6400k 3.9ghz 1mb l2 processor,CPUs,45,AMD A6-6400K 3.9GHz Tray
16047,amd a6 6400k 3.9 ghz 4 cores 1 mb cache socket fm2 oem,CPUs,51,AMD A6-6400K 3.9GHz Tray
16049,amd fx 4350 vishera 4.2ghz socket am3 125w quad core desktop processor fd4350frhkbox,CPUs,121,AMD FX-4350 4.2GHz  Box
16050,amd black edition amd fx 4350 4.2 ghz 4 cores 8 mb cache socket am3 box,CPUs,51,AMD FX-4350 4.2GHz  Box
16052,amd black edition amd fx 6350 3.9 ghz 6 core 6 threads 8 mb cache socket am3 box,CPUs,51,AMD FX-6350 3.9GHz  Box
16053,amd bulldozer fx 6 6350 black edition 6 core 3.9ghz socket am3 14mb l3 cache orochi core retail boxed inc fan heatsink processor,CPUs,121,AMD FX-6350 3.9GHz  Box
16054,amd fx 6350 black edition cpu am3 hex core 3.90ghz 14mb 125w advanced bit manipulation,CPUs,3,AMD FX-6350 3.9GHz  Box
16055,intel xeon e3 1220v3 3.1 ghz 4 kerne 4 threads 8 mb cache speicher lga1150 socket oem cm8064601467204,CPUs,36,Intel Xeon E3-1220 v3 3.1GHz Tray
16056,intel xeon e5 2648l processor 1.8 ghz 20 mb smart cache,CPUs,14,Intel Xeon E5-2648L 1.80GHz
16057,intel xeon e5 2648l processor 1.8 ghz 20 mb smart cache,CPUs,64,Intel Xeon E5-2648L 1.80GHz
16058,intel xeon e5 2648l processor 1.8 ghz 20 mb smart cache,CPUs,66,Intel Xeon E5-2648L 1.80GHz
16059,intel core i7 4770s processor 8m cache up to 3.90 ghz 3.1ghz 8mb l3,CPUs,45,Intel Core i7-4770S 3.1GHz Tray
16060,intel core i7 4770s 3.1 ghz 4 cores 8 threads 8 mb cache lga1150 socket oem,CPUs,51,Intel Core i7-4770S 3.1GHz Tray
16062,intel xeon e3 1265lv3 2.5 ghz 4 cores 8 threads 8 mb cache lga1150 socket oem,CPUs,51,Intel Xeon E3-1265L v3 2.5GHz Tray
16063,intel xeon e3 1265l v3 quad core 4 core 2.50 ghz processor,CPUs,73,Intel Xeon E3-1265L v3 2.5GHz Tray
16064,intel xeon e3 1265l v3 quad core 4 core 2.50 ghz processor,CPUs,79,Intel Xeon E3-1265L v3 2.5GHz Tray
16065,sennheiser cedpc 1,CPUs,45,AMD A6-6400K 3.9GHz  Box
16066,amd a6 series dual core a6 6400k 3.9ghz accelerated processing unit,CPUs,18,AMD A6-6400K 3.9GHz  Box
16067,amd richland a6 6400k 3.90ghz 4.10ghz turbo socket fm2 dual core unlocked fan and heatsink retail processor,CPUs,121,AMD A6-6400K 3.9GHz  Box
16068,amd opteron 6278 2.4ghz 16mb l2 processor,CPUs,14,AMD Opteron 6278 2.4GHz Tray
16069,amd opteron 6278 2.4ghz 16mb l2 processor,CPUs,64,AMD Opteron 6278 2.4GHz Tray
16070,amd opteron 6278 2.4ghz 16mb l2 processor,CPUs,66,AMD Opteron 6278 2.4GHz Tray
16071,amd opteron 6386 2.8ghz 16mb l3 processor,CPUs,14,AMD Opteron 6386 SE 3.5GHz Tray
16072,hp 6386se amd opteron processor kit for dl585 g7 server,CPUs,17,AMD Opteron 6386 SE 3.5GHz Tray
16073,amd opteron 6386 2.8ghz 16mb l3 processor,CPUs,64,AMD Opteron 6386 SE 3.5GHz Tray
16074,amd opteron 6284 se 2.7ghz 16mb l2 processor,CPUs,14,AMD Opteron 6284 SE 2.7GHz Tray
16075,amd opteron 6284 se 2.7ghz 16mb l2 processor,CPUs,64,AMD Opteron 6284 SE 2.7GHz Tray
16076,amd opteron 6284 se 2.7ghz 16mb l2 processor,CPUs,66,AMD Opteron 6284 SE 2.7GHz Tray
16077,amd opteron 6376 2.3 ghz 16 core 16 threads 16 mb cache socket g34 oem,CPUs,51,AMD Opteron 6376 2.3GHz Tray
16078,amd opteron 6376 2.3ghz 16mb l2 processor,CPUs,64,AMD Opteron 6376 2.3GHz Tray
16080,amd opteron 6378 2.4ghz 16mb l3 processor,CPUs,14,AMD Opteron 6378 2.4GHz Tray
16081,amd opteron 6378 2.4ghz 16mb l3 processor,CPUs,64,AMD Opteron 6378 2.4GHz Tray
16082,amd opteron 6378 2.4ghz 16mb l3 processor,CPUs,66,AMD Opteron 6378 2.4GHz Tray
16083,hewlett packard enterprise dl380e gen8 intel xeon e5 2450,CPUs,14,HP Intel Xeon E5-2450 2.1GHz Upgrade Tray
16084,hewlett packard enterprise dl380e gen8 intel xeon e5 2450 2.10ghz/8 core/20mb/95w 2.1ghz 20mb l3 processor,CPUs,64,HP Intel Xeon E5-2450 2.1GHz Upgrade Tray
16085,hewlett packard enterprise dl380e gen8 intel xeon e5 2450,CPUs,66,HP Intel Xeon E5-2450 2.1GHz Upgrade Tray
16086,hewlett packard enterprise intel xeon e5 2450 kit 2.1ghz 20mb l3,CPUs,14,HP Intel Xeon E5-2450 2.1GHz Upgrade Tray
16087,hewlett packard enterprise intel xeon e5 2450 kit 2.1ghz 20mb l3 processor,CPUs,64,HP Intel Xeon E5-2450 2.1GHz Upgrade Tray
16088,hewlett packard enterprise intel xeon e5 2450 kit 2.1ghz 20mb l3,CPUs,66,HP Intel Xeon E5-2450 2.1GHz Upgrade Tray
16089,hewlett packard enterprise dl360e gen8 intel xeon e5 2450,CPUs,14,HP Intel Xeon E5-2450 2.1GHz Upgrade Tray
16090,hewlett packard enterprise dl360e gen8 intel xeon e5 2450 2.10ghz/8 core/20mb/95w 2.1ghz 20mb l3 processor,CPUs,64,HP Intel Xeon E5-2450 2.1GHz Upgrade Tray
16091,hewlett packard enterprise dl360e gen8 intel xeon e5 2450,CPUs,66,HP Intel Xeon E5-2450 2.1GHz Upgrade Tray
16092,intel xeon processor e5 4610 15m cache 2.40 ghz 7.20 gt/s qpi 2.4ghz 15mb,CPUs,45,Intel Xeon E5-4610 2.4GHz Tray
16093,intel xeon e5 4610 2.4 ghz 6 core 12 threads 15 mb cache lga2011 socket oem,CPUs,51,Intel Xeon E5-4610 2.4GHz Tray
16095,intel xeon e5 4607 processor 2.2 ghz 12 mb l3,CPUs,14,Intel Xeon E5-4607 2.2GHz Tray
16096,intel xeon e5 4607 processor 2.2 ghz 12 mb l3,CPUs,64,Intel Xeon E5-4607 2.2GHz Tray
16097,intel xeon e5 4607 processor 2.2 ghz 12 mb l3,CPUs,66,Intel Xeon E5-4607 2.2GHz Tray
16098,intel xeon processor e5 4603 10m cache 2.00 ghz 6.40 gt/s,CPUs,14,Intel Xeon E5-4603 2.0GHz Tray
16099,intel xeon processor e5 4603 10m cache 2.00 ghz 6.40 gt/s qpi 2ghz 10mb l3,CPUs,64,Intel Xeon E5-4603 2.0GHz Tray
16100,intel xeon processor e5 4603 10m cache 2.00 ghz 6.40 gt/s,CPUs,66,Intel Xeon E5-4603 2.0GHz Tray
16101,intel xeon e5 4607 processor 2.2 ghz box 12 mb smart cache,CPUs,64,Intel Xeon E5-4607 2.2GHz  Box
16102,intel xeon e5 4607 processor 2.2 ghz box 12 mb smart cache,CPUs,66,Intel Xeon E5-4607 2.2GHz  Box
16103,intel xeon e5 4610 processor 2.4 ghz box 15 mb smart cache,CPUs,64,Intel Xeon E5-4610 2.4GHz  Box
16104,intel xeon e5 4610 processor 2.4 ghz box 15 mb smart cache,CPUs,66,Intel Xeon E5-4610 2.4GHz  Box
16105,hp amd opteron 6238 2.6ghz 16mb l3 processor,CPUs,14,HP AMD Opteron 6238 2.6GHz Tray
16106,hp amd opteron 6238 2.6ghz 16mb l3 processor,CPUs,64,HP AMD Opteron 6238 2.6GHz Tray
16107,hp amd opteron 6238 2.6ghz 16mb l3 processor,CPUs,66,HP AMD Opteron 6238 2.6GHz Tray
16108,hewlett packard enterprise intel xeon e5 2690 2.9ghz 20mb l3 processor,CPUs,14,HP Intel Xeon E5-2690 2.9GHz Upgrade Tray
16109,hewlett packard enterprise intel xeon e5 2690 2.9ghz 20mb l3 processor,CPUs,64,HP Intel Xeon E5-2690 2.9GHz Upgrade Tray
16110,hewlett packard enterprise intel xeon e5 2690 2.9ghz 20mb l3 processor,CPUs,66,HP Intel Xeon E5-2690 2.9GHz Upgrade Tray
16111,hewlett packard enterprise intel xeon e5 2690 2.9ghz 20mb l3 processor,CPUs,14,HP Intel Xeon E5-2690 2.9GHz Upgrade Tray
16112,hewlett packard enterprise intel xeon e5 2690 2.9ghz 20mb l3 processor,CPUs,64,HP Intel Xeon E5-2690 2.9GHz Upgrade Tray
16113,hewlett packard enterprise intel xeon e5 2690 2.9ghz 20mb l3 processor,CPUs,66,HP Intel Xeon E5-2690 2.9GHz Upgrade Tray
16114,hewlett packard enterprise intel xeon e5 2670 2.6ghz 20mb l3 processor,CPUs,14,HP Intel Xeon E5-2670 2.6GHz Upgrade Tray
16115,hewlett packard enterprise intel xeon e5 2670 2.6ghz 20mb l3 processor,CPUs,64,HP Intel Xeon E5-2670 2.6GHz Upgrade Tray
16116,hewlett packard enterprise intel xeon e5 2670 2.6ghz 20mb l3 processor,CPUs,66,HP Intel Xeon E5-2670 2.6GHz Upgrade Tray
16117,hewlett packard enterprise dl380p gen8 intel xeon e5 2620 kit 2ghz,CPUs,14,HP Intel Xeon E5-2620 2GHz Upgrade Tray
16118,hewlett packard enterprise dl380p gen8 intel xeon e5 2620 kit 2ghz 15mb l3 processor,CPUs,64,HP Intel Xeon E5-2620 2GHz Upgrade Tray
16119,hewlett packard enterprise dl380p gen8 intel xeon e5 2620 kit 2ghz,CPUs,66,HP Intel Xeon E5-2620 2GHz Upgrade Tray
16120,amd opteron 6282 se 2.6ghz 16mb l3 processor,CPUs,14,AMD Opteron 6282 SE 2.6GHz Tray
16121,amd opteron 6282 se 2.6ghz 16mb l3 processor,CPUs,64,AMD Opteron 6282 SE 2.6GHz Tray
16122,amd opteron 6282 se 2.6ghz 16mb l3 processor,CPUs,66,AMD Opteron 6282 SE 2.6GHz Tray
16123,amd opteron 6262 he processor,CPUs,14,AMD Opteron 6262 HE 1.6GHz Tray
16124,amd opteron 6262 he processor,CPUs,64,AMD Opteron 6262 HE 1.6GHz Tray
16125,amd opteron 6262 he processor,CPUs,66,AMD Opteron 6262 HE 1.6GHz Tray
16126,hewlett packard enterprise intel xeon e5 2640 2.5ghz 15mb l3 processor,CPUs,14,HP Intel Xeon E5-2640 2.5GHz Upgrade Tray
16127,hewlett packard enterprise intel xeon e5 2640 2.5ghz 15mb l3 processor,CPUs,64,HP Intel Xeon E5-2640 2.5GHz Upgrade Tray
16128,hewlett packard enterprise intel xeon e5 2640 2.5ghz 15mb l3 processor,CPUs,66,HP Intel Xeon E5-2640 2.5GHz Upgrade Tray
16129,hewlett packard enterprise dl380p gen8 intel xeon e5 2665 kit,CPUs,14,HP Intel Xeon E5-2665 2.4GHz Upgrade Tray
16130,hewlett packard enterprise dl380p gen8 intel xeon e5 2665 kit 2.4ghz 20mb l3 processor,CPUs,64,HP Intel Xeon E5-2665 2.4GHz Upgrade Tray
16131,hewlett packard enterprise dl380p gen8 intel xeon e5 2665 kit,CPUs,66,HP Intel Xeon E5-2665 2.4GHz Upgrade Tray
16132,hp amd opteron 6238 2.6ghz 16mb l3 processor,CPUs,14,HP AMD Opteron 6238 2.6GHz Upgrade Tray
16133,hp amd opteron 6238 2.6ghz 16mb l3 processor,CPUs,64,HP AMD Opteron 6238 2.6GHz Upgrade Tray
16134,hp amd opteron 6238 2.6ghz 16mb l3 processor,CPUs,66,HP AMD Opteron 6238 2.6GHz Upgrade Tray
16135,hewlett packard enterprise intel xeon e5 2680 2.7ghz 20mb l3 processor,CPUs,14,HP Intel Xeon E5-2680 2.7GHz Upgrade Tray
16136,hewlett packard enterprise intel xeon e5 2680 2.7ghz 20mb l3 processor,CPUs,64,HP Intel Xeon E5-2680 2.7GHz Upgrade Tray
16137,hewlett packard enterprise intel xeon e5 2680 2.7ghz 20mb l3 processor,CPUs,66,HP Intel Xeon E5-2680 2.7GHz Upgrade Tray
16138,fujitsu intel xeon e5 2620 hexa core 6 core 2 ghz processor upgrade,CPUs,73,Fujitsu Intel Xeon E5-2620 2GHz Upgrade Tray
16139,fujitsu technology solutions,CPUs,74,Fujitsu Intel Xeon E5-2620 2GHz Upgrade Tray
16140,fujitsu intel xeon e5 2620 hexa core 6 core 2 ghz processor upgrade,CPUs,79,Fujitsu Intel Xeon E5-2620 2GHz Upgrade Tray
16141,hewlett packard enterprise intel xeon e5 2603 1.8ghz 10mb l3 processor,CPUs,14,HP Intel Xeon E5-2603 1.8GHz Upgrade Tray
16142,hewlett packard enterprise intel xeon e5 2603 1.8ghz 10mb l3 processor,CPUs,64,HP Intel Xeon E5-2603 1.8GHz Upgrade Tray
16143,hewlett packard enterprise intel xeon e5 2603 1.8ghz 10mb l3 processor,CPUs,66,HP Intel Xeon E5-2603 1.8GHz Upgrade Tray
16144,hewlett packard enterprise intel xeon e5 2603 1.8 ghz 1.8ghz 10mb,CPUs,14,HP Intel Xeon E5-2603 1.8GHz Upgrade Tray
16145,hewlett packard enterprise intel xeon e5 2603 1.8 ghz 1.8ghz 10mb l3 processor,CPUs,64,HP Intel Xeon E5-2603 1.8GHz Upgrade Tray
16146,hewlett packard enterprise intel xeon e5 2603 1.8 ghz 1.8ghz 10mb,CPUs,66,HP Intel Xeon E5-2603 1.8GHz Upgrade Tray
16147,hewlett packard enterprise intel xeon e5 2650 2ghz 20mb l3 processor,CPUs,14,HP Intel Xeon E5-2650 2GHz Upgrade Tray
16148,hewlett packard enterprise intel xeon e5 2650 2ghz 20mb l3 processor,CPUs,64,HP Intel Xeon E5-2650 2GHz Upgrade Tray
16149,hewlett packard enterprise intel xeon e5 2650 2ghz 20mb l3 processor,CPUs,66,HP Intel Xeon E5-2650 2GHz Upgrade Tray
16150,hewlett packard enterprise intel xeon e5 2630l 2ghz 15mb l3 processor,CPUs,14,HP Intel Xeon E5-2630L 2GHz Upgrade Tray
16151,hewlett packard enterprise intel xeon e5 2630l 2ghz 15mb l3 processor,CPUs,64,HP Intel Xeon E5-2630L 2GHz Upgrade Tray
16152,hewlett packard enterprise intel xeon e5 2630l 2ghz 15mb l3 processor,CPUs,66,HP Intel Xeon E5-2630L 2GHz Upgrade Tray
16153,hewlett packard enterprise intel xeon e5 2630l 2ghz 15mb l3 processor,CPUs,14,HP Intel Xeon E5-2630L 2GHz Upgrade Tray
16154,hewlett packard enterprise intel xeon e5 2630l 2ghz 15mb l3 processor,CPUs,64,HP Intel Xeon E5-2630L 2GHz Upgrade Tray
16155,hewlett packard enterprise intel xeon e5 2630l 2ghz 15mb l3 processor,CPUs,66,HP Intel Xeon E5-2630L 2GHz Upgrade Tray
16156,hewlett packard enterprise intel xeon e5 2670 2.6ghz 20mb l3 processor,CPUs,14,HP Intel Xeon E5-2670 2.6GHz Upgrade Tray
16157,hewlett packard enterprise intel xeon e5 2670 2.6ghz 20mb l3 processor,CPUs,64,HP Intel Xeon E5-2670 2.6GHz Upgrade Tray
16158,hewlett packard enterprise intel xeon e5 2670 2.6ghz 20mb l3 processor,CPUs,66,HP Intel Xeon E5-2670 2.6GHz Upgrade Tray
16159,hewlett packard enterprise xeon e5 2665 2.4ghz 20mb l3 processor,CPUs,64,HP Intel Xeon E5-2665 2.4GHz Upgrade Tray
16160,hewlett packard enterprise xeon e5 2665 2.4ghz 20mb l3 processor,CPUs,66,HP Intel Xeon E5-2665 2.4GHz Upgrade Tray
16161,hewlett packard enterprise intel xeon e5 2680 2.7ghz 20mb l3 processor,CPUs,14,HP Intel Xeon E5-2680 2.7GHz Upgrade Tray
16162,hewlett packard enterprise intel xeon e5 2680 2.7ghz 20mb l3 processor,CPUs,64,HP Intel Xeon E5-2680 2.7GHz Upgrade Tray
16163,hewlett packard enterprise intel xeon e5 2680 2.7ghz 20mb l3 processor,CPUs,66,HP Intel Xeon E5-2680 2.7GHz Upgrade Tray
16164,hewlett packard enterprise dl360p gen8 intel xeon e5 2665 kit,CPUs,14,HP Intel Xeon E5-2665 2.4GHz Upgrade Tray
16165,hewlett packard enterprise dl360p gen8 intel xeon e5 2665 kit 2.4ghz 20mb l3 processor,CPUs,64,HP Intel Xeon E5-2665 2.4GHz Upgrade Tray
16166,hewlett packard enterprise dl360p gen8 intel xeon e5 2665 kit,CPUs,66,HP Intel Xeon E5-2665 2.4GHz Upgrade Tray
16167,hp intel xeon e5640 2.66ghz 12mb l3 processor,CPUs,14,HP Intel Xeon E5640 2.66GHz Upgrade Tray
16168,hp intel xeon e5640 2.66ghz 12mb l3 processor,CPUs,64,HP Intel Xeon E5640 2.66GHz Upgrade Tray
16169,hp intel xeon e5640 2.66ghz 12mb l3 processor,CPUs,66,HP Intel Xeon E5640 2.66GHz Upgrade Tray
16170,hp intel xeon x5670 fio kit 2.93ghz 12mb l3 processor,CPUs,14,HP Intel Xeon X5670 2.93GHz Upgrade Tray
16171,hp intel xeon x5670 fio kit 2.93ghz 12mb l3 processor,CPUs,64,HP Intel Xeon X5670 2.93GHz Upgrade Tray
16172,hp intel xeon x5670 fio kit 2.93ghz 12mb l3 processor,CPUs,66,HP Intel Xeon X5670 2.93GHz Upgrade Tray
16173,hp intel xeon e5503 2ghz 4mb l3 processor,CPUs,14,HP Intel Xeon E5530 2.4GHz Upgrade Tray
16174,hp intel xeon e5503 2ghz 4mb l3 processor,CPUs,64,HP Intel Xeon E5530 2.4GHz Upgrade Tray
16175,hp intel xeon e5503 2ghz 4mb l3 processor,CPUs,66,HP Intel Xeon E5530 2.4GHz Upgrade Tray
16176,hp intel xeon x6550 2ghz 18mb l3 processor,CPUs,14,HP Intel Xeon X6550 2GHz Upgrade Tray
16177,hp intel xeon x6550 2ghz 18mb l3 processor,CPUs,64,HP Intel Xeon X6550 2GHz Upgrade Tray
16178,hp intel xeon x6550 2ghz 18mb l3 processor,CPUs,66,HP Intel Xeon X6550 2GHz Upgrade Tray
16179,hp intel xeon e5649 2.53ghz 12mb l3 processor,CPUs,64,HP Intel Xeon E5649 2.53GHz Upgrade Tray
16180,hp amd opteron 6164 he 1.7ghz 12mb l3 processor,CPUs,14,HP AMD Opteron 6164 HE 1.7GHz Upgrade Tray
16181,hp amd opteron 6164 he 1.7ghz 12mb l3 processor,CPUs,64,HP AMD Opteron 6164 HE 1.7GHz Upgrade Tray
16182,hp amd opteron 6164 he 1.7ghz 12mb l3 processor,CPUs,66,HP AMD Opteron 6164 HE 1.7GHz Upgrade Tray
16183,hp intel xeon e7530 1.866ghz 12mb l3 processor,CPUs,14,HP Intel Xeon E7530 1.86GHz Upgrade Tray
16184,hp intel xeon e7530 1.866ghz 12mb l3 processor,CPUs,64,HP Intel Xeon E7530 1.86GHz Upgrade Tray
16185,hp intel xeon e7530 1.866ghz 12mb l3 processor,CPUs,66,HP Intel Xeon E7530 1.86GHz Upgrade Tray
16186,hp intel xeon e5630 2.53ghz 12mb l3 processor,CPUs,14,HP Intel Xeon E5630 2.53GHz Upgrade Tray
16187,hp intel xeon e5630 2.53ghz 12mb l3 processor,CPUs,64,HP Intel Xeon E5630 2.53GHz Upgrade Tray
16188,hp intel xeon e5630 2.53ghz 12mb l3 processor,CPUs,66,HP Intel Xeon E5630 2.53GHz Upgrade Tray
16189,hp bl280c g6 e5630 fio kit 2.53ghz 12mb l3 processor,CPUs,14,HP Intel Xeon E5630 2.53GHz Upgrade Tray
16190,hp bl280c g6 e5630 fio kit 2.53ghz 12mb l3 processor,CPUs,64,HP Intel Xeon E5630 2.53GHz Upgrade Tray
16191,hp bl280c g6 e5630 fio kit 2.53ghz 12mb l3 processor,CPUs,66,HP Intel Xeon E5630 2.53GHz Upgrade Tray
16192,hp bl460c g7 e5630 fio kit 2.53ghz 12mb l3 processor,CPUs,14,HP Intel Xeon E5630 2.53GHz Upgrade Tray
16193,hp bl460c g7 e5630 fio kit 2.53ghz 12mb l3 processor,CPUs,64,HP Intel Xeon E5630 2.53GHz Upgrade Tray
16194,hp bl460c g7 e5630 fio kit 2.53ghz 12mb l3 processor,CPUs,66,HP Intel Xeon E5630 2.53GHz Upgrade Tray
16195,hp intel xeon e6540 2ghz 18mb l3 processor,CPUs,14,HP Intel Xeon E6540 2GHz Upgrade Tray
16196,hp intel xeon e6540 2ghz 18mb l3 processor,CPUs,64,HP Intel Xeon E6540 2GHz Upgrade Tray
16197,hp intel xeon e6540 2ghz 18mb l3 processor,CPUs,66,HP Intel Xeon E6540 2GHz Upgrade Tray
16198,hp intel xeon e5640 2.66ghz 12mb smart cache processor,CPUs,14,HP Intel Xeon E5640 2.66GHz Upgrade Tray
16199,hp intel xeon e5640 2.66ghz 12mb smart cache processor,CPUs,64,HP Intel Xeon E5640 2.66GHz Upgrade Tray
16200,hp intel xeon e5640 2.66ghz 12mb smart cache processor,CPUs,66,HP Intel Xeon E5640 2.66GHz Upgrade Tray
16201,hp 596207 l21 1.7ghz 12mb l3 processor,CPUs,14,HP AMD Opteron 6164 HE 1.7GHz Upgrade Tray
16202,hp 596207 l21 1.7ghz 12mb l3 processor,CPUs,64,HP AMD Opteron 6164 HE 1.7GHz Upgrade Tray
16203,hp 596207 l21 1.7ghz 12mb l3 processor,CPUs,66,HP AMD Opteron 6164 HE 1.7GHz Upgrade Tray
16204,hp 518868 l21 2ghz 12mb l3 processor,CPUs,14,HP AMD Opteron 6128 HE 2GHz Upgrade Tray
16205,hp 518868 l21 2ghz 12mb l3 processor,CPUs,64,HP AMD Opteron 6128 HE 2GHz Upgrade Tray
16206,hp 518868 l21 2ghz 12mb l3 processor,CPUs,66,HP AMD Opteron 6128 HE 2GHz Upgrade Tray
16207,hp 518852 l21 2.1ghz 12mb l3 processor,CPUs,14,HP AMD Opteron 6172 2.1GHz Upgrade Tray
16208,hp 518852 l21 2.1ghz 12mb l3 processor,CPUs,64,HP AMD Opteron 6172 2.1GHz Upgrade Tray
16209,hp 518852 l21 2.1ghz 12mb l3 processor,CPUs,66,HP AMD Opteron 6172 2.1GHz Upgrade Tray
16210,hp amd opteron 6140 2.6ghz 12mb l3 processor,CPUs,14,HP AMD Opteron 6140 2.6GHz Upgrade Tray
16211,hp amd opteron 6140 2.6ghz 12mb l3 processor,CPUs,64,HP AMD Opteron 6140 2.6GHz Upgrade Tray
16212,hp amd opteron 6140 2.6ghz 12mb l3 processor,CPUs,66,HP AMD Opteron 6140 2.6GHz Upgrade Tray
16213,hp amd opteron 6282se 2.6ghz 16mb l3 processor,CPUs,14,HP AMD Opteron 6282 SE 2.6GHz Upgrade Tray
16214,hp amd opteron 6282se 2.6ghz 16mb l3 processor,CPUs,64,HP AMD Opteron 6282 SE 2.6GHz Upgrade Tray
16215,hp amd opteron 6282se 2.6ghz 16mb l3 processor,CPUs,66,HP AMD Opteron 6282 SE 2.6GHz Upgrade Tray
16216,hp 518863 l21 2.3ghz 12mb l3 processor,CPUs,14,HP AMD Opteron 6134 2.3GHz Upgrade Tray
16217,hp 518863 l21 2.3ghz 12mb l3 processor,CPUs,64,HP AMD Opteron 6134 2.3GHz Upgrade Tray
16218,hp 518863 l21 2.3ghz 12mb l3 processor,CPUs,66,HP AMD Opteron 6134 2.3GHz Upgrade Tray
16219,hp amd opteron 6140 2.6ghz 12mb l3 processor,CPUs,14,HP AMD Opteron 6140 2.6GHz Upgrade Tray
16220,hp amd opteron 6140 2.6ghz 12mb l3 processor,CPUs,64,HP AMD Opteron 6140 2.6GHz Upgrade Tray
16221,hp amd opteron 6140 2.6ghz 12mb l3 processor,CPUs,66,HP AMD Opteron 6140 2.6GHz Upgrade Tray
16222,amd opteron 6274 processor,CPUs,14,AMD Opteron 6274 2.2GHz Tray
16223,amd opteron 6274 processor,CPUs,64,AMD Opteron 6274 2.2GHz Tray
16224,amd opteron 6274 processor,CPUs,66,AMD Opteron 6274 2.2GHz Tray
16225,hewlett packard enterprise dl585 g7 6238 2.6ghz 16mb l3 processor,CPUs,14,HP AMD Opteron 6238 2.6GHz Upgrade Tray
16226,hewlett packard enterprise dl585 g7 6238 2.6ghz 16mb l3 processor,CPUs,64,HP AMD Opteron 6238 2.6GHz Upgrade Tray
16227,hewlett packard enterprise dl585 g7 6238 2.6ghz 16mb l3 processor,CPUs,66,HP AMD Opteron 6238 2.6GHz Upgrade Tray
16228,amd opteron 6238 processor,CPUs,14,AMD Opteron 6238 2.6GHz Tray
16229,amd opteron 6238 processor,CPUs,64,AMD Opteron 6238 2.6GHz Tray
16230,amd opteron 6238 processor,CPUs,66,AMD Opteron 6238 2.6GHz Tray
16231,hp amd opteron 6166he 1.8ghz 12mb l3 processor,CPUs,14,HP AMD Opteron 6166 HE 1.8GHz Tray
16232,hp amd opteron 6166he 1.8ghz 12mb l3 processor,CPUs,64,HP AMD Opteron 6166 HE 1.8GHz Tray
16233,hp amd opteron 6166he 1.8ghz 12mb l3 processor,CPUs,66,HP AMD Opteron 6166 HE 1.8GHz Tray
16234,hp e5630 sl170 g6 fio kit 2.53ghz 12mb l3 processor,CPUs,14,HP Intel Xeon E5630 2.53GHz Tray
